bin	source	completeness	contamination	donor	donor_species	nn_dist	nn_dist_acc	nn_dist_ok	nn_cont	nn_cont_acc	nn_cont_ok
GCA_900176495.1~c0.70~g0.00~none.fna	GCA_900176495.1	0.70	0.00	none	absent	0.150849	GCA_018128945.1	True	0.050924	GCA_018128945.1	True
GCA_900176495.1~c0.70~g0.10~far.fna	GCA_900176495.1	0.70	0.10	far	present	0.122601	GCA_020166415.1	False	0.108692	GCA_042661365.1	False
GCA_900176495.1~c0.70~g0.10~far.fna	GCA_900176495.1	0.70	0.10	far	absent	0.153070	GCA_900199385.1	True	0.045335	GCA_900199385.1	True
GCA_900176495.1~c0.70~g0.10~near.fna	GCA_900176495.1	0.70	0.10	near	present	0.097487	GCA_018128945.1	True	0.146552	GCA_018128945.1	True
GCA_900176495.1~c0.70~g0.20~far.fna	GCA_900176495.1	0.70	0.20	far	present	0.086644	GCA_020166415.1	False	0.211318	GCA_042661365.1	False
GCA_900176495.1~c0.70~g0.20~far.fna	GCA_900176495.1	0.70	0.20	far	absent	0.151066	GCA_019693445.1	False	0.049775	GCA_019693445.1	False
GCA_900176495.1~c0.70~g0.20~near.fna	GCA_900176495.1	0.70	0.20	near	present	0.073248	GCA_900199385.1	True	0.227769	GCA_018128945.1	True
GCA_900176495.1~c0.50~g0.00~none.fna	GCA_900176495.1	0.50	0.00	none	present	0.162655	GCA_018128945.1	True	0.048803	GCA_018128945.1	True
GCA_900176495.1~c0.50~g0.00~none.fna	GCA_900176495.1	0.50	0.00	none	absent	0.162655	GCA_018128945.1	True	0.048803	GCA_018128945.1	True
GCA_900176495.1~c0.50~g0.10~far.fna	GCA_900176495.1	0.50	0.10	far	present	0.131400	GCA_020166415.1	False	0.113197	GCA_042661365.1	False
GCA_900176495.1~c0.50~g0.10~far.fna	GCA_900176495.1	0.50	0.10	far	absent	0.164370	GCA_018128945.1	True	0.043823	GCA_018128945.1	True
GCA_900176495.1~c0.50~g0.10~near.fna	GCA_900176495.1	0.50	0.10	near	present	0.104343	GCA_018128945.1	True	0.154583	GCA_018128945.1	True
GCA_900176495.1~c0.50~g0.20~far.fna	GCA_900176495.1	0.50	0.20	far	present	0.100221	GCA_020166415.1	False	0.200426	GCA_042661365.1	False
GCA_900176495.1~c0.50~g0.20~far.fna	GCA_900176495.1	0.50	0.20	far	absent	0.152843	GCA_019693445.1	False	0.058774	GCA_019693445.1	False
GCA_900176495.1~c0.50~g0.20~near.fna	GCA_900176495.1	0.50	0.20	near	present	0.080195	GCA_900199385.1	True	0.237813	GCA_018128945.1	True
GCA_900176495.1~c0.30~g0.00~none.fna	GCA_900176495.1	0.30	0.00	none	present	0.171602	GCA_018128945.1	True	0.058713	GCA_018128945.1	True
GCA_900176495.1~c0.30~g0.00~none.fna	GCA_900176495.1	0.30	0.00	none	absent	0.171602	GCA_018128945.1	True	0.058713	GCA_018128945.1	True
GCA_900176495.1~c0.30~g0.10~far.fna	GCA_900176495.1	0.30	0.10	far	present	0.151066	GCA_020166415.1	False	0.110224	GCA_042661365.1	False
GCA_900176495.1~c0.30~g0.10~far.fna	GCA_900176495.1	0.30	0.10	far	absent	0.172288	GCA_900199385.1	True	0.052974	GCA_018128945.1	True
GCA_900176495.1~c0.30~g0.10~near.fna	GCA_900176495.1	0.30	0.10	near	present	0.118834	GCA_018128945.1	True	0.162955	GCA_018128945.1	True
GCA_900176495.1~c0.30~g0.20~far.fna	GCA_900176495.1	0.30	0.20	far	present	0.113446	GCA_020166415.1	False	0.221499	GCA_042661365.1	False
GCA_900176495.1~c0.30~g0.20~far.fna	GCA_900176495.1	0.30	0.20	far	absent	0.166759	GCA_019693445.1	False	0.062820	GCA_019693445.1	False
GCA_900176495.1~c0.30~g0.20~near.fna	GCA_900176495.1	0.30	0.20	near	present	0.092105	GCA_900199385.1	True	0.260070	GCA_018128945.1	True
GCA_900176495.1~c0.20~g0.00~none.fna	GCA_900176495.1	0.20	0.00	none	present	0.202933	GCA_018128945.1	True	0.041933	GCA_018128945.1	True
GCA_900176495.1~c0.20~g0.00~none.fna	GCA_900176495.1	0.20	0.00	none	absent	0.202933	GCA_018128945.1	True	0.041933	GCA_018128945.1	True
GCA_900176495.1~c0.20~g0.10~far.fna	GCA_900176495.1	0.20	0.10	far	present	0.166759	GCA_020166415.1	False	0.111705	GCA_042661365.1	False
GCA_900176495.1~c0.20~g0.10~far.fna	GCA_900176495.1	0.20	0.10	far	absent	0.203604	GCA_018128945.1	True	0.037623	GCA_018128945.1	True
GCA_900176495.1~c0.20~g0.10~near.fna	GCA_900176495.1	0.20	0.10	near	present	0.131968	GCA_018128945.1	True	0.166395	GCA_018128945.1	True
GCA_900176495.1~c0.20~g0.20~far.fna	GCA_900176495.1	0.20	0.20	far	present	0.129469	GCA_020166415.1	False	0.218208	GCA_042661365.1	False
GCA_900176495.1~c0.20~g0.20~far.fna	GCA_900176495.1	0.20	0.20	far	absent	0.178964	GCA_019693445.1	False	0.066783	GCA_019693445.1	False
GCA_900176495.1~c0.20~g0.20~near.fna	GCA_900176495.1	0.20	0.20	near	present	0.114587	GCA_018128945.1	True	0.219101	GCA_018128945.1	True
GCA_900176495.1~c0.10~g0.00~none.fna	GCA_900176495.1	0.10	0.00	none	present	0.228939	GCA_900199385.1	True	0.043540	GCA_900199385.1	True
GCA_900176495.1~c0.10~g0.00~none.fna	GCA_900176495.1	0.10	0.00	none	absent	0.228939	GCA_900199385.1	True	0.043540	GCA_900199385.1	True
GCA_900176495.1~c0.10~g0.10~far.fna	GCA_900176495.1	0.10	0.10	far	present	0.182269	GCA_020166415.1	False	0.146041	GCA_042661365.1	False
GCA_900176495.1~c0.10~g0.10~far.fna	GCA_900176495.1	0.10	0.10	far	absent	0.230110	GCA_900199385.1	True	0.037619	GCA_900199385.1	True
GCA_900176495.1~c0.10~g0.10~near.fna	GCA_900176495.1	0.10	0.10	near	present	0.165848	GCA_900199385.1	True	0.148063	GCA_018128945.1	True
GCA_900176495.1~c0.10~g0.20~far.fna	GCA_900176495.1	0.10	0.20	far	present	0.158887	GCA_020166415.1	False	0.211090	GCA_042661365.1	False
GCA_900176495.1~c0.10~g0.20~far.fna	GCA_900176495.1	0.10	0.20	far	absent	0.206387	GCA_019693445.1	False	0.067178	GCA_019693445.1	False
GCA_900176495.1~c0.10~g0.20~near.fna	GCA_900176495.1	0.10	0.20	near	present	0.129065	GCA_900199385.1	True	0.279285	GCA_018128945.1	True
GCA_900115815.1~c1.00~g0.00~none.fna	GCA_900115815.1	1.00	0.00	none	present	0.183134	GCA_900156805.1	True	0.023262	GCA_900156805.1	True
GCA_900115815.1~c1.00~g0.00~none.fna	GCA_900115815.1	1.00	0.00	none	absent	0.183134	GCA_900156805.1	True	0.023262	GCA_900156805.1	True
GCA_900115815.1~c1.00~g0.10~far.fna	GCA_900115815.1	1.00	0.10	far	present	0.124612	GCA_000317105.1	False	0.104432	GCA_000317105.1	False
GCA_900115815.1~c1.00~g0.10~far.fna	GCA_900115815.1	1.00	0.10	far	absent	0.185367	GCA_900156805.1	True	0.020981	GCA_900156805.1	True
GCA_900115815.1~c1.00~g0.10~near.fna	GCA_900115815.1	1.00	0.10	near	present	0.107331	GCA_000521865.1	True	0.113747	GCA_000521865.1	True
GCA_900115815.1~c1.00~g0.10~near.fna	GCA_900115815.1	1.00	0.10	near	absent	0.183572	GCA_900156805.1	True	0.021783	GCA_900156805.1	True
GCA_900115815.1~c1.00~g0.20~far.fna	GCA_900115815.1	1.00	0.20	far	present	0.091653	GCA_000317105.1	False	0.193562	GCA_000317105.1	False
GCA_900115815.1~c1.00~g0.20~far.fna	GCA_900115815.1	1.00	0.20	far	absent	0.168956	GCA_025370875.1	False	0.035821	GCA_025370875.1	False
GCA_900115815.1~c1.00~g0.20~near.fna	GCA_900115815.1	1.00	0.20	near	present	0.078259	GCA_000521865.1	True	0.197052	GCA_000521865.1	True
GCA_900115815.1~c1.00~g0.20~near.fna	GCA_900115815.1	1.00	0.20	near	absent	0.182269	GCA_900156805.1	True	0.021123	GCA_900156805.1	True
GCA_900115815.1~c0.90~g0.00~none.fna	GCA_900115815.1	0.90	0.00	none	present	0.185367	GCA_900156805.1	True	0.023453	GCA_900156805.1	True
GCA_900115815.1~c0.90~g0.00~none.fna	GCA_900115815.1	0.90	0.00	none	absent	0.185367	GCA_900156805.1	True	0.023453	GCA_900156805.1	True
GCA_900115815.1~c0.90~g0.10~far.fna	GCA_900115815.1	0.90	0.10	far	present	0.126215	GCA_000317105.1	False	0.107558	GCA_000317105.1	False
GCA_900115815.1~c0.90~g0.10~far.fna	GCA_900115815.1	0.90	0.10	far	absent	0.187713	GCA_900156805.1	True	0.021002	GCA_900156805.1	True
GCA_900115815.1~c0.90~g0.10~near.fna	GCA_900115815.1	0.90	0.10	near	present	0.110807	GCA_000521865.1	True	0.111667	GCA_000521865.1	True
GCA_900115815.1~c0.90~g0.10~near.fna	GCA_900115815.1	0.90	0.10	near	absent	0.184912	GCA_900156805.1	True	0.022312	GCA_900156805.1	True
GCA_900115815.1~c0.90~g0.20~far.fna	GCA_900115815.1	0.90	0.20	far	present	0.093901	GCA_000317105.1	False	0.196213	GCA_000317105.1	False
GCA_900115815.1~c0.90~g0.20~far.fna	GCA_900115815.1	0.90	0.20	far	absent	0.174771	GCA_025370875.1	False	0.033612	GCA_025370875.1	False
GCA_900115815.1~c0.90~g0.20~near.fna	GCA_900115815.1	0.90	0.20	near	present	0.077423	GCA_000521865.1	True	0.210822	GCA_000521865.1	True
GCA_900115815.1~c0.90~g0.20~near.fna	GCA_900115815.1	0.90	0.20	near	absent	0.183134	GCA_900156805.1	True	0.021755	GCA_900156805.1	True
GCA_900115815.1~c0.70~g0.00~none.fna	GCA_900115815.1	0.70	0.00	none	present	0.192258	GCA_900156805.1	True	0.023613	GCA_900156805.1	True
GCA_900115815.1~c0.70~g0.00~none.fna	GCA_900115815.1	0.70	0.00	none	absent	0.192258	GCA_900156805.1	True	0.023613	GCA_900156805.1	True
GCA_900115815.1~c0.70~g0.10~far.fna	GCA_900115815.1	0.70	0.10	far	present	0.135226	GCA_000317105.1	False	0.106585	GCA_000317105.1	False
GCA_900115815.1~c0.70~g0.10~far.fna	GCA_900115815.1	0.70	0.10	far	absent	0.193877	GCA_900156805.1	True	0.021368	GCA_900156805.1	True
GCA_900115815.1~c0.70~g0.10~near.fna	GCA_900115815.1	0.70	0.10	near	present	0.116558	GCA_000521865.1	True	0.114679	GCA_000521865.1	True
GCA_900115815.1~c0.70~g0.10~near.fna	GCA_900115815.1	0.70	0.10	near	absent	0.191731	GCA_900156805.1	True	0.022273	GCA_900156805.1	True
GCA_900115815.1~c0.70~g0.20~far.fna	GCA_900115815.1	0.70	0.20	far	present	0.100846	GCA_000317105.1	False	0.201896	GCA_000317105.1	False
GCA_900115815.1~c0.70~g0.20~far.fna	GCA_900115815.1	0.70	0.20	far	absent	0.178964	GCA_025370875.1	False	0.036423	GCA_025370875.1	False
GCA_900115815.1~c0.70~g0.20~near.fna	GCA_900115815.1	0.70	0.20	near	present	0.082678	GCA_000521865.1	True	0.217508	GCA_000521865.1	True
GCA_900115815.1~c0.70~g0.20~near.fna	GCA_900115815.1	0.70	0.20	near	absent	0.189679	GCA_900156805.1	True	0.021712	GCA_900156805.1	True
GCA_900115815.1~c0.50~g0.00~none.fna	GCA_900115815.1	0.50	0.00	none	present	0.217673	GCA_042679605.1	False	0.016953	GCA_900156805.1	True
GCA_900115815.1~c0.50~g0.00~none.fna	GCA_900115815.1	0.50	0.00	none	absent	0.217673	GCA_042679605.1	False	0.016953	GCA_900156805.1	True
GCA_900115815.1~c0.50~g0.10~far.fna	GCA_900115815.1	0.50	0.10	far	present	0.147910	GCA_000317105.1	False	0.104751	GCA_000317105.1	False
GCA_900115815.1~c0.50~g0.10~far.fna	GCA_900115815.1	0.50	0.10	far	absent	0.219531	GCA_900156805.1	True	0.018880	GCA_025370785.1	False
GCA_900115815.1~c0.50~g0.10~near.fna	GCA_900115815.1	0.50	0.10	near	present	0.128932	GCA_000521865.1	True	0.110872	GCA_000521865.1	True
GCA_900115815.1~c0.50~g0.10~near.fna	GCA_900115815.1	0.50	0.10	near	absent	0.214163	GCA_900156805.1	True	0.017301	GCA_900156805.1	True
GCA_900115815.1~c0.50~g0.20~far.fna	GCA_900115815.1	0.50	0.20	far	present	0.111880	GCA_000317105.1	False	0.204727	GCA_000317105.1	False
GCA_900115815.1~c0.50~g0.20~far.fna	GCA_900115815.1	0.50	0.20	far	absent	0.184461	GCA_025370875.1	False	0.041202	GCA_025370875.1	False
GCA_900115815.1~c0.50~g0.20~near.fna	GCA_900115815.1	0.50	0.20	near	present	0.092275	GCA_000521865.1	True	0.220436	GCA_000521865.1	True
GCA_900115815.1~c0.50~g0.20~near.fna	GCA_900115815.1	0.50	0.20	near	absent	0.200342	GCA_900156805.1	True	0.021350	GCA_900156805.1	True
GCA_900115815.1~c0.30~g0.00~none.fna	GCA_900115815.1	0.30	0.00	none	present	0.219531	GCA_900156805.1	True	0.024232	GCA_900156805.1	True
GCA_900115815.1~c0.30~g0.00~none.fna	GCA_900115815.1	0.30	0.00	none	absent	0.219531	GCA_900156805.1	True	0.024232	GCA_900156805.1	True
GCA_900115815.1~c0.30~g0.10~far.fna	GCA_900115815.1	0.30	0.10	far	present	0.163791	GCA_000317105.1	False	0.112551	GCA_000317105.1	False
GCA_900115815.1~c0.30~g0.10~far.fna	GCA_900115815.1	0.30	0.10	far	absent	0.221466	GCA_900156805.1	True	0.021129	GCA_900156805.1	True
GCA_900115815.1~c0.30~g0.10~near.fna	GCA_900115815.1	0.30	0.10	near	present	0.142547	GCA_000521865.1	True	0.120616	GCA_000521865.1	True
GCA_900115815.1~c0.30~g0.10~near.fna	GCA_900115815.1	0.30	0.10	near	absent	0.213325	GCA_900156805.1	True	0.025258	GCA_900156805.1	True
GCA_900115815.1~c0.30~g0.20~far.fna	GCA_900115815.1	0.30	0.20	far	present	0.124491	GCA_000317105.1	False	0.234068	GCA_000317105.1	False
GCA_900115815.1~c0.30~g0.20~far.fna	GCA_900115815.1	0.30	0.20	far	absent	0.201619	GCA_025370875.1	False	0.042465	GCA_025370875.1	False
GCA_900115815.1~c0.30~g0.20~near.fna	GCA_900115815.1	0.30	0.20	near	present	0.112335	GCA_000521865.1	True	0.208342	GCA_000521865.1	True
GCA_900115815.1~c0.30~g0.20~near.fna	GCA_900115815.1	0.30	0.20	near	absent	0.215885	GCA_002094875.1	False	0.021155	GCA_900156805.1	True
GCA_900115815.1~c0.20~g0.00~none.fna	GCA_900115815.1	0.20	0.00	none	present	0.243761	GCA_900156805.1	True	0.020536	GCA_900156805.1	True
GCA_900115815.1~c0.20~g0.00~none.fna	GCA_900115815.1	0.20	0.00	none	absent	0.243761	GCA_900156805.1	True	0.020536	GCA_900156805.1	True
GCA_900115815.1~c0.20~g0.10~far.fna	GCA_900115815.1	0.20	0.10	far	present	0.174048	GCA_000317105.1	False	0.130707	GCA_000317105.1	False
GCA_900115815.1~c0.20~g0.10~far.fna	GCA_900115815.1	0.20	0.10	far	absent	0.247037	GCA_900156805.1	True	0.023874	GCA_025370875.1	False
GCA_900115815.1~c0.20~g0.10~near.fna	GCA_900115815.1	0.20	0.10	near	present	0.153070	GCA_000521865.1	True	0.136004	GCA_000521865.1	True
GCA_900115815.1~c0.20~g0.10~near.fna	GCA_900115815.1	0.20	0.10	near	absent	0.245371	GCA_900156805.1	True	0.018014	GCA_900156805.1	True
GCA_900115815.1~c0.20~g0.20~far.fna	GCA_900115815.1	0.20	0.20	far	present	0.144579	GCA_000317105.1	False	0.219840	GCA_000317105.1	False
GCA_900115815.1~c0.20~g0.20~far.fna	GCA_900115815.1	0.20	0.20	far	absent	0.217673	GCA_025370875.1	False	0.043188	GCA_025370875.1	False
GCA_900115815.1~c0.20~g0.20~near.fna	GCA_900115815.1	0.20	0.20	near	present	0.126089	GCA_000521865.1	True	0.218488	GCA_000521865.1	True
GCA_900115815.1~c0.20~g0.20~near.fna	GCA_900115815.1	0.20	0.20	near	absent	0.242205	GCA_900156805.1	True	0.017576	GCA_900156805.1	True
GCA_900115815.1~c0.10~g0.00~none.fna	GCA_900115815.1	0.10	0.00	none	present	0.250557	GCA_900172265.1	True	0.031684	GCA_900172265.1	True
GCA_900115815.1~c0.10~g0.00~none.fna	GCA_900115815.1	0.10	0.00	none	absent	0.250557	GCA_900172265.1	True	0.031684	GCA_900172265.1	True
GCA_900115815.1~c0.10~g0.10~far.fna	GCA_900115815.1	0.10	0.10	far	present	0.216771	GCA_000317105.1	False	0.099972	GCA_000317105.1	False
GCA_900115815.1~c0.10~g0.10~far.fna	GCA_900115815.1	0.10	0.10	far	absent	0.250557	GCA_900172265.1	True	0.028336	GCA_900172265.1	True
GCA_900115815.1~c0.10~g0.10~near.fna	GCA_900115815.1	0.10	0.10	near	present	0.168956	GCA_000521865.1	True	0.172987	GCA_000521865.1	True
GCA_900115815.1~c0.10~g0.10~near.fna	GCA_900115815.1	0.10	0.10	near	absent	0.243761	GCA_900172265.1	True	0.032017	GCA_900172265.1	True
GCA_900115815.1~c0.10~g0.20~far.fna	GCA_900115815.1	0.10	0.20	far	present	0.177395	GCA_000317105.1	False	0.206214	GCA_000317105.1	False
GCA_900115815.1~c0.10~g0.20~far.fna	GCA_900115815.1	0.10	0.20	far	absent	0.250557	GCA_900172265.1	True	0.025679	GCA_900172265.1	True
GCA_900115815.1~c0.10~g0.20~near.fna	GCA_900115815.1	0.10	0.20	near	present	0.140086	GCA_000521865.1	True	0.284342	GCA_000521865.1	True
GCA_900115815.1~c0.10~g0.20~near.fna	GCA_900115815.1	0.10	0.20	near	absent	0.239237	GCA_900172265.1	True	0.031603	GCA_900172265.1	True
GCA_000520615.1~c1.00~g0.00~none.fna	GCA_000520615.1	1.00	0.00	none	present	0.169931	GCA_000521785.1	True	0.027753	GCA_000521785.1	True
GCA_000520615.1~c1.00~g0.00~none.fna	GCA_000520615.1	1.00	0.00	none	absent	0.169931	GCA_000521785.1	True	0.027753	GCA_000521785.1	True
GCA_000520615.1~c1.00~g0.10~far.fna	GCA_000520615.1	1.00	0.10	far	present	0.100706	GCA_053760225.1	False	0.106337	GCA_053760225.1	False
GCA_000520615.1~c1.00~g0.10~far.fna	GCA_000520615.1	1.00	0.10	far	absent	0.173691	GCA_000521785.1	True	0.024367	GCA_000521785.1	True
GCA_000520615.1~c1.00~g0.10~near.fna	GCA_000520615.1	1.00	0.10	near	present	0.097746	GCA_000521865.1	True	0.124989	GCA_000521865.1	True
GCA_000520615.1~c1.00~g0.10~near.fna	GCA_000520615.1	1.00	0.10	near	absent	0.171944	GCA_000521785.1	True	0.025254	GCA_000521785.1	True
GCA_000520615.1~c1.00~g0.20~far.fna	GCA_000520615.1	1.00	0.20	far	present	0.067036	GCA_001886225.1	False	0.205274	GCA_053760225.1	False
GCA_000520615.1~c1.00~g0.20~far.fna	GCA_000520615.1	1.00	0.20	far	absent	0.178567	GCA_000521785.1	True	0.020857	GCA_000521785.1	True
GCA_000520615.1~c1.00~g0.20~near.fna	GCA_000520615.1	1.00	0.20	near	present	0.071286	GCA_000521865.1	True	0.206267	GCA_000521865.1	True
GCA_000520615.1~c1.00~g0.20~near.fna	GCA_000520615.1	1.00	0.20	near	absent	0.170260	GCA_000521785.1	True	0.024831	GCA_000521785.1	True
GCA_000520615.1~c0.90~g0.00~none.fna	GCA_000520615.1	0.90	0.00	none	present	0.175878	GCA_000521785.1	True	0.025757	GCA_000521785.1	True
GCA_000520615.1~c0.90~g0.00~none.fna	GCA_000520615.1	0.90	0.00	none	absent	0.175878	GCA_000521785.1	True	0.025757	GCA_000521785.1	True
GCA_000520615.1~c0.90~g0.10~far.fna	GCA_000520615.1	0.90	0.10	far	present	0.101836	GCA_001886225.1	False	0.108113	GCA_001886225.1	False
GCA_000520615.1~c0.90~g0.10~far.fna	GCA_000520615.1	0.90	0.10	far	absent	0.178964	GCA_000521785.1	True	0.022838	GCA_000521785.1	True
GCA_000520615.1~c0.90~g0.10~near.fna	GCA_000520615.1	0.90	0.10	near	present	0.100290	GCA_000521865.1	True	0.124720	GCA_000521865.1	True
GCA_000520615.1~c0.90~g0.10~near.fna	GCA_000520615.1	0.90	0.10	near	absent	0.174408	GCA_000521785.1	True	0.025186	GCA_000521785.1	True
GCA_000520615.1~c0.90~g0.20~far.fna	GCA_000520615.1	0.90	0.20	far	present	0.068131	GCA_053760225.1	False	0.208972	GCA_053760225.1	False
GCA_000520615.1~c0.90~g0.20~far.fna	GCA_000520615.1	0.90	0.20	far	absent	0.182699	GCA_000521785.1	True	0.019984	GCA_000521785.1	True
GCA_000520615.1~c0.90~g0.20~near.fna	GCA_000520615.1	0.90	0.20	near	present	0.071252	GCA_000521865.1	True	0.216427	GCA_000521865.1	True
GCA_000520615.1~c0.90~g0.20~near.fna	GCA_000520615.1	0.90	0.20	near	absent	0.175137	GCA_000521785.1	True	0.023451	GCA_000521785.1	True
GCA_000520615.1~c0.70~g0.00~none.fna	GCA_000520615.1	0.70	0.00	none	present	0.177782	GCA_000521785.1	True	0.028400	GCA_000521785.1	True
GCA_000520615.1~c0.70~g0.00~none.fna	GCA_000520615.1	0.70	0.00	none	absent	0.177782	GCA_000521785.1	True	0.028400	GCA_000521785.1	True
GCA_000520615.1~c0.70~g0.10~far.fna	GCA_000520615.1	0.70	0.10	far	present	0.110719	GCA_001465115.1	False	0.101673	GCA_001465115.1	False
GCA_000520615.1~c0.70~g0.10~far.fna	GCA_000520615.1	0.70	0.10	far	absent	0.178964	GCA_000521785.1	True	0.026065	GCA_000521785.1	True
GCA_000520615.1~c0.70~g0.10~near.fna	GCA_000520615.1	0.70	0.10	near	present	0.107250	GCA_000521865.1	True	0.123502	GCA_000521865.1	True
GCA_000520615.1~c0.70~g0.10~near.fna	GCA_000520615.1	0.70	0.10	near	absent	0.175506	GCA_000521785.1	True	0.028056	GCA_000521785.1	True
GCA_000520615.1~c0.70~g0.20~far.fna	GCA_000520615.1	0.70	0.20	far	present	0.075616	GCA_001465115.1	False	0.200139	GCA_053760225.1	False
GCA_000520615.1~c0.70~g0.20~far.fna	GCA_000520615.1	0.70	0.20	far	absent	0.180587	GCA_000521785.1	True	0.023625	GCA_000521785.1	True
GCA_000520615.1~c0.70~g0.20~near.fna	GCA_000520615.1	0.70	0.20	near	present	0.076529	GCA_000521865.1	True	0.219899	GCA_000521865.1	True
GCA_000520615.1~c0.70~g0.20~near.fna	GCA_000520615.1	0.70	0.20	near	absent	0.174408	GCA_000521785.1	True	0.026886	GCA_000521785.1	True
GCA_000520615.1~c0.50~g0.00~none.fna	GCA_000520615.1	0.50	0.00	none	present	0.187713	GCA_000521785.1	True	0.028322	GCA_000521785.1	True
GCA_000520615.1~c0.50~g0.00~none.fna	GCA_000520615.1	0.50	0.00	none	absent	0.187713	GCA_000521785.1	True	0.028322	GCA_000521785.1	True
GCA_000520615.1~c0.50~g0.10~far.fna	GCA_000520615.1	0.50	0.10	far	present	0.118201	GCA_001465115.1	False	0.104389	GCA_053760225.1	False
GCA_000520615.1~c0.50~g0.10~far.fna	GCA_000520615.1	0.50	0.10	far	absent	0.192258	GCA_000521785.1	True	0.024075	GCA_019966535.1	False
GCA_000520615.1~c0.50~g0.10~near.fna	GCA_000520615.1	0.50	0.10	near	present	0.116659	GCA_000521865.1	True	0.124274	GCA_000521865.1	True
GCA_000520615.1~c0.50~g0.10~near.fna	GCA_000520615.1	0.50	0.10	near	absent	0.187235	GCA_000521785.1	True	0.026705	GCA_000521785.1	True
GCA_000520615.1~c0.50~g0.20~far.fna	GCA_000520615.1	0.50	0.20	far	present	0.081921	GCA_001886225.1	False	0.209796	GCA_053760225.1	False
GCA_000520615.1~c0.50~g0.20~far.fna	GCA_000520615.1	0.50	0.20	far	absent	0.187713	GCA_053761665.1	False	0.022597	GCA_053761665.1	False
GCA_000520615.1~c0.50~g0.20~near.fna	GCA_000520615.1	0.50	0.20	near	present	0.084849	GCA_000521865.1	True	0.223996	GCA_000521865.1	True
GCA_000520615.1~c0.50~g0.20~near.fna	GCA_000520615.1	0.50	0.20	near	absent	0.185827	GCA_000521785.1	True	0.025484	GCA_000521785.1	True
GCA_000520615.1~c0.30~g0.00~none.fna	GCA_000520615.1	0.30	0.00	none	present	0.206387	GCA_000521785.1	True	0.027715	GCA_000521785.1	True
GCA_000520615.1~c0.30~g0.00~none.fna	GCA_000520615.1	0.30	0.00	none	absent	0.206387	GCA_000521785.1	True	0.027715	GCA_000521785.1	True
GCA_000520615.1~c0.30~g0.10~far.fna	GCA_000520615.1	0.30	0.10	far	present	0.128666	GCA_001465115.1	False	0.117590	GCA_001465115.1	False
GCA_000520615.1~c0.30~g0.10~far.fna	GCA_000520615.1	0.30	0.10	far	absent	0.206387	GCA_000521785.1	True	0.025352	GCA_000521785.1	True
GCA_000520615.1~c0.30~g0.10~near.fna	GCA_000520615.1	0.30	0.10	near	present	0.132399	GCA_000521865.1	True	0.128106	GCA_000521865.1	True
GCA_000520615.1~c0.30~g0.10~near.fna	GCA_000520615.1	0.30	0.10	near	absent	0.204284	GCA_000521785.1	True	0.026535	GCA_000521785.1	True
GCA_000520615.1~c0.30~g0.20~far.fna	GCA_000520615.1	0.30	0.20	far	present	0.098798	GCA_001465115.1	False	0.204487	GCA_053760225.1	False
GCA_000520615.1~c0.30~g0.20~far.fna	GCA_000520615.1	0.30	0.20	far	absent	0.208588	GCA_000521785.1	True	0.022383	GCA_000521785.1	True
GCA_000520615.1~c0.30~g0.20~near.fna	GCA_000520615.1	0.30	0.20	near	present	0.101693	GCA_000521865.1	True	0.225110	GCA_000521865.1	True
GCA_000520615.1~c0.30~g0.20~near.fna	GCA_000520615.1	0.30	0.20	near	absent	0.197292	GCA_000521785.1	True	0.028390	GCA_000521785.1	True
GCA_000520615.1~c0.20~g0.00~none.fna	GCA_000520615.1	0.20	0.00	none	present	0.217673	GCA_000521785.1	True	0.029767	GCA_000521785.1	True
GCA_000520615.1~c0.20~g0.00~none.fna	GCA_000520615.1	0.20	0.00	none	absent	0.217673	GCA_000521785.1	True	0.029767	GCA_000521785.1	True
GCA_000520615.1~c0.20~g0.10~far.fna	GCA_000520615.1	0.20	0.10	far	present	0.141476	GCA_001465115.1	False	0.119910	GCA_053760225.1	False
