accession	taxid	organism	species_name	species_taxid	taxcheck	completeness	contamination	level	length	n_contigs	paired_gcf
GCA_014197555.1	1342301	Sulfitobacter noctilucicola	Sulfitobacter noctilucicola	1342301	OK	91.46	2	Scaffold	4078304	14	GCF_014197555.1
GCA_014203475.1	68270	Streptomyces spectabilis	Streptomyces spectabilis	68270	OK	99.91	1.39	Scaffold	10707350	97	GCF_014203475.1
GCA_014203645.1	1042984	Streptomyces zagrosensis	Streptomyces zagrosensis	1042984	OK	97.13	1.53	Contig	8746444	67	GCF_014203645.1
GCA_014203715.1	1706840	Streptosporangium saharense	Streptosporangium saharense	1706840	OK	84.96	11.09	Scaffold	8496112	32	GCF_014203715.1
GCA_014203795.1	47479	Streptosporangium album	Streptosporangium album	47479	OK	86.3	7.11	Contig	9022456	14	GCF_014203795.1
GCA_014204985.1	1816182	Streptosporangium becharense	Streptosporangium becharense	1816182	OK	85.45	5.2	Contig	7824014	2	GCF_014204985.1
GCA_014518315.1	2766479	Taishania pollutisoli	Taishania pollutisoli	2766479	OK	98.51	0.25	Contig	3760583	51	GCF_014518315.1
GCA_014621695.1	2768069	Streptomyces xanthii	Streptomyces xanthii	2768069	OK	99.53	1.14	Complete Genome	8354710	3	GCF_014621695.1
GCA_014640255.1	1588641	Subtercola lobariae	Subtercola lobariae	1588641	OK	97.92	1.58	Contig	4088613	22	GCF_014640255.1
GCA_014648055.1	35765	Streptosporangium pseudovulgare	Streptosporangium pseudovulgare	35765	OK	86.33	4.28	Scaffold	8586701	85	GCF_014648055.1
GCA_014648795.1	1961	Streptomyces virginiae	Streptomyces virginiae	1961	OK	99.43	1.33	Scaffold	8533327	185	GCF_014648795.1
GCA_014648895.1	67367	Streptomyces tanashiensis	Streptomyces tanashiensis	67367	OK	99.91	1.33	Scaffold	9019500	62	GCF_014648895.1
GCA_014649035.1	67363	Streptomyces sindenensis	Streptomyces sindenensis	67363	OK	99.86	0.81	Contig	7564582	102	GCF_014649035.1
GCA_014649235.1	68270	Streptomyces spectabilis	Streptomyces spectabilis	68270	OK	99.91	1.39	Scaffold	10646606	135	GCF_014649235.1
GCA_014649255.1	66859	Streptomyces thermoviolaceus subsp. apingens	Streptomyces thermoviolaceus	1952	OK	99.49	0.28	Scaffold	5993961	69	GCF_014649255.1
GCA_014649675.1	1936	Streptomyces violaceus	Streptomyces violaceus	1936	OK	100	0.66	Scaffold	9387529	64	GCF_014649675.1
GCA_014649915.1	67369	Streptomyces toxytricini	Streptomyces toxytricini	67369	OK	99.91	0.09	Scaffold	7196824	133	GCF_014649915.1
GCA_014649935.1	67372	Streptomyces variabilis	Streptomyces variabilis	67372	Inconclusive	99.81		Scaffold	7359771	145	GCF_014649935.1
GCA_014649955.1	67381	Streptomyces violascens	Streptomyces violascens	67381	OK	99.43	1.14	Scaffold	9117820	93	GCF_014649955.1
GCA_014650095.1	67367	Streptomyces tanashiensis	Streptomyces tanashiensis	67367	OK	99.91	1.33	Scaffold	8590508	60	GCF_014650095.1
GCA_014650175.1	67368	Streptomyces termitum	Streptomyces termitum	67368	OK	99.94	1.31	Contig	7137690	79	GCF_014650175.1
GCA_014650195.1	67370	Streptomyces umbrinus	Streptomyces umbrinus	67370	OK	99.46	1.07	Scaffold	11856977	115	GCF_014650195.1
GCA_014650215.1	67376	Streptomyces vinaceusdrappus	Streptomyces vinaceusdrappus	67376	Inconclusive	100	0.05	Scaffold	8461620	76	GCF_014650215.1
GCA_014650235.1	67377	Streptomyces violaceochromogenes	Streptomyces violaceochromogenes	67377	Inconclusive	100		Scaffold	8856784	39	GCF_014650235.1
GCA_014650255.1	67380	Streptomyces violaceus subsp. violarus	Streptomyces violaceus	1936	OK	99.62	0.28	Scaffold	9119470	41	GCF_014650255.1
GCA_014650355.1	67384	Streptomyces xanthochromogenes	Streptomyces xanthochromogenes	67384	OK	99.62	1.17	Scaffold	8711471	68	GCF_014650355.1
GCA_014650415.1	67366	Streptomyces spiroverticillatus	Streptomyces spiroverticillatus	67366	OK	99.43	1.14	Contig	9703912	97	GCF_014650415.1
GCA_014650435.1	1932	Streptomyces tendae	Streptomyces tendae	1932	OK	99.57	0.76	Scaffold	8887909	142	GCF_014650435.1
GCA_014650455.1	67384	Streptomyces xanthochromogenes	Streptomyces xanthochromogenes	67384	OK	99.24	1.06	Scaffold	8774150	64	GCF_014650455.1
GCA_014650935.1	36818	Streptomyces subrutilus	Streptomyces subrutilus	36818	OK	99.53	0.44	Scaffold	7889213	238	GCF_014650935.1
GCA_014650955.1	68274	Streptomyces tauricus	Streptomyces tauricus	68274	OK	99.75	1.26	Scaffold	9713444	107	GCF_014650955.1
GCA_014650975.1	66860	Streptomyces thermoviolaceus subsp. thermoviolaceus	Streptomyces thermoviolaceus	1952	OK	99.49	0.28	Scaffold	5866442	53	GCF_014650975.1
GCA_014650995.1	68282	Streptomyces viridiviolaceus	Streptomyces viridiviolaceus	68282	OK	99.91	1.36	Scaffold	9134388	182	GCF_014650995.1
GCA_014651015.1	68285	Streptomyces xantholiticus	Streptomyces xantholiticus	68285	OK	100	0.42	Scaffold	7810960	96	GCF_014651015.1
GCA_014651195.1	284043	Streptomyces spinoverrucosus	Streptomyces spinoverrucosus	284043	OK	99.91	2.08	Scaffold	9251462	113	GCF_014651195.1
GCA_014651375.1	299262	Tateyamaria omphalii	Tateyamaria omphalii	299262	OK	99.39	0.87	Scaffold	4747451	23	GCF_014651375.1
GCA_014654675.1	66376	Streptomyces spiralis	Streptomyces spiralis	66376	OK	99.91	1.74	Scaffold	9813663	278	GCF_014654675.1
GCA_014656135.1	44061	Streptomyces thermodiastaticus	Streptomyces thermodiastaticus	44061	OK	99.44	0.74	Scaffold	6105542	92	GCF_014656135.1
GCA_014656155.1	1960	Streptomyces vinaceus	Streptomyces vinaceus	1960	OK	99.91	0.95	Scaffold	8059560	58	GCF_014656155.1
GCA_014656215.1	68286	Streptomyces zaomyceticus	Streptomyces zaomyceticus	68286	OK	99.15	0.8	Contig	8311400	80	GCF_014656215.1
GCA_014656275.1	67370	Streptomyces umbrinus	Streptomyces umbrinus	67370	OK	99.84	0.76	Scaffold	10658486	84	GCF_014656275.1
GCA_014656295.1	68272	Streptomyces sulfonofaciens	Streptomyces sulfonofaciens	68272	OK	98.71	1.64	Scaffold	8645219	119	GCF_014656295.1
GCA_014701095.1	68278	Streptomyces tuirus	Streptomyces tuirus	68278	OK	99.91	0.38	Complete Genome	7561001	1	GCF_014701095.1
GCA_014763045.1	2766981	Sulfitobacter aestuariivivens	Sulfitobacter aestuariivivens	2766981	OK	92.8	5.28	Contig	4193151	14	GCF_014763045.1
GCA_014873495.1	146820	Streptomyces stelliscabiei	Streptomyces stelliscabiei	146820	OK	100	1.52	Contig	10497710	3	GCF_014873495.1
GCA_014905095.1	2590551	Sulfurimonas marina	Sulfurimonas marina	2590551	OK	94.27	7.25	Complete Genome	2261034	1	GCF_014905095.1
GCA_014905115.1	2590020	Sulfurimonas sediminis	Sulfurimonas sediminis	2590020	OK	95.03	3.99	Complete Genome	2320257	1	GCF_014905115.1
GCA_014905135.1	317658	Sulfurimonas paralvinellae	Sulfurimonas paralvinellae	317658	OK	94.98	3.52	Complete Genome	2078871	2	GCF_014905135.1
GCA_014931715.1	2779528	Sulfurovum indicum	Sulfurovum indicum	2779528	OK	99.27	1.29	Complete Genome	2209694	1	GCF_014931715.1
GCA_015291885.1	316	Stutzerimonas stutzeri	Stutzerimonas stutzeri	316	Inconclusive	99.81	0.14	Complete Genome	4639098	1	GCF_015291885.1
GCA_015999335.1	2185115	Tabrizicola soli	Tabrizicola soli	2185115	OK	99.41	0.59	Scaffold	4683966	63	GCF_015999335.1
GCA_016028515.1	2968969	Stutzerimonas frequens	Stutzerimonas frequens	2968969	OK	99.67	0.51	Complete Genome	4394686	1	GCF_016028515.1
GCA_016028635.1	2968968	Stutzerimonas degradans	Stutzerimonas degradans	2968968	OK	100	0.14	Complete Genome	4042123	1	GCF_016028635.1
GCA_016028655.1	316	Stutzerimonas stutzeri	Stutzerimonas stutzeri	316	OK	99.81	0.02	Complete Genome	4535380	1	GCF_016028655.1
GCA_016595235.1	2800327	Taklimakanibacter albus	Taklimakanibacter albus	2800327	OK	99.34	1.02	Scaffold	7174682	25	GCF_016595235.1
GCA_016724805.1	40545	Sutterella wadsworthensis	Sutterella wadsworthensis	40545	OK	98.2	1.41	Complete Genome	3026517	1	GCF_016724805.1
GCA_016741825.1	2802281	Streptomyces siderophoricus	Streptomyces siderophoricus	2802281	OK	99.72	1.86	Contig	8805876	82	GCF_016741825.1
GCA_016745505.1	2803812	Streptomyces silvae	Streptomyces silvae	2803812	OK	100		Contig	7963858	207	GCF_016745505.1
GCA_016755835.1	1961	Streptomyces virginiae	Streptomyces virginiae	1961	OK	99.77	2.65	Contig	8791967	18	GCF_016755835.1
GCA_016755875.1	284039	Streptomyces spororaveus	Streptomyces spororaveus	284039	OK	100	1.81	Contig	8857713	10	GCF_016755875.1
GCA_016755895.1	67385	Streptomyces xanthophaeus	Streptomyces xanthophaeus	67385	OK	99.87	2.02	Contig	8653830	14	GCF_016755895.1
GCA_016765775.1	2804194	Szabonella alba	Szabonella alba	2804194	OK	98.83		Contig	4219778	52	GCF_016765775.1
GCA_016881145.1	1588641	Subtercola lobariae	Subtercola lobariae	1588641	OK	97.92	1.58	Contig	4082415	16	GCF_016881145.1
GCA_016907385.1	120298	Subtercola frigoramans	Subtercola frigoramans	120298	OK	98.4	1.05	Contig	3679597	1	GCF_016907385.1
GCA_016908565.1	1463404	Sutcliffiella tianshenii	Sutcliffiella tianshenii	1463404	OK	99.03	0.7	Contig	4216639	26	GCF_016908565.1
GCA_016919245.1	1818004	Streptomyces zhihengii	Streptomyces zhihengii	1818004	OK	99.62	1.55	Scaffold	9733137	7	GCF_016919245.1
GCA_016937535.1	2813362	Sulfurospirillum tamanense	Sulfurospirillum tamanense	2813362	OK	89.93	4.72	Contig	2456696	63	GCF_016937535.1
GCA_017114865.1	1695161	Streptomyces verrucosisporus	Streptomyces verrucosisporus	1695161	OK	97.76	0.62	Contig	6063600	105	GCF_017114865.1
GCA_017357825.1	2672570	Sulfurimonas aquatica	Sulfurimonas aquatica	2672570	OK	93.06	10.33	Complete Genome	2845050	2	GCF_017357825.1
GCA_017498545.1	2818388	Sulfidibacter corallicola	Sulfidibacter corallicola	2818388	OK	79.92	38.29	Complete Genome	11786365	1	GCF_017498545.1
GCA_017676345.1	1387713	Streptomyces smyrnaeus	Streptomyces smyrnaeus	1387713	OK	98.39	1.7	Contig	8077585	69	GCF_017676345.1
GCA_017676385.1	2812904	Streptomyces spirodelae	Streptomyces spirodelae	2812904	OK	97.82	0.38	Contig	7310765	72	GCF_017676385.1
GCA_017874315.1	557451	Symbiobacterium terraclitae	Symbiobacterium terraclitae	557451	OK	95.98	3.54	Contig	3897060	71	GCF_017874315.1
GCA_017876235.1	1961	Streptomyces virginiae	Streptomyces virginiae	1961	OK	100	1.33	Contig	8588732	1	GCF_017876235.1
GCA_017876625.1	76729	Streptomyces syringium	Streptomyces syringium	76729	OK	99.91	0.62	Contig	7715887	2	GCF_017876625.1
GCA_018069565.1	2820809	Streptomyces tagetis	Streptomyces tagetis	2820809	OK	99.85	2.27	Scaffold	7150798	19	GCF_018069565.1
GCA_018069625.1	155177	Streptomyces yatensis	Streptomyces yatensis	155177	OK	99.72	0.76	Complete Genome	10360357	1	GCF_018069625.1
GCA_018101125.2	2780544	Streptomyces tardus	Streptomyces tardus	2780544	OK	97.82	0.19	Scaffold	6158643	70	GCF_018101125.2
GCA_018200035.1	2829501	Sulfitobacter albidus	Sulfitobacter albidus	2829501	OK	80.22	2.17	Complete Genome	3860160	5	GCF_018200035.1
GCA_018279705.1	340268	Tardiphaga alba	Tardiphaga alba	340268	OK	93.71	0.96	Complete Genome	5857905	1	GCF_018279705.1
GCA_019448115.1	2820300	Succinivibrio faecicola	Succinivibrio faecicola	2820300	OK	98.83	0.89	Contig	2167325	108	GCF_019448115.1
GCA_019797845.1	2871826	Symbiopectobacterium purcellii	Symbiopectobacterium purcellii	2871826	OK	99.59	0.21	Complete Genome	4942431	1	GCF_019797845.1
GCA_019966495.1	328415	Tateyamaria pelophila	Tateyamaria pelophila	328415	OK	98.93	0.51	Scaffold	5649492	285	GCF_019966495.1
GCA_020037475.1	2875501	Sutcliffiella deserti	Sutcliffiella deserti	2875501	OK	75.97	0.56	Contig	3455028	22	GCF_020037475.1
GCA_020312315.1	2683255	Streptomyces solaniscabiei	Streptomyces solaniscabiei	2683255	OK	99.81	2.01	Contig	8272591	112	GCF_020312315.1
GCA_020328095.1	2871810	Streptomyces sichuanensis	Streptomyces sichuanensis	2871810	OK	100	0.93	Contig	6953971	297	GCF_020328095.1
GCA_020400655.1	2872623	Streptomyces spinosus	Streptomyces spinosus	2872623	Inconclusive	99.15	0.95	Contig	9172287	94	GCF_020400655.1
GCA_020521295.1	67381	Streptomyces violascens	Streptomyces violascens	67381	OK	98.48	5.49	Contig	8916662	25	GCF_020521295.1
GCA_020911965.1	2893889	Sulfurovum mangrovi	Sulfurovum mangrovi	2893889	OK	99.69	19.19	Complete Genome	2970983	2	GCF_020911965.1
GCA_021044565.1	2895559	Subtercola endophyticus	Subtercola endophyticus	2895559	OK	97.16	1.84	Complete Genome	4318731	1	GCF_021044565.1
GCA_021054785.1	2899121	Tannockella kyphosi	Tannockella kyphosi	2899121	OK	96.07	0.27	Complete Genome	2260890	1	GCF_021054785.1
GCA_021394575.1	44061	Streptomyces thermodiastaticus	Streptomyces thermodiastaticus	44061	OK	99.44	0.74	Contig	6109016	49	GCF_021394575.1
GCA_021432215.1	953739	Streptomyces venezuelae ATCC 10712	Streptomyces venezuelae	54571	OK	98.01	0.95	Contig	8162161	1377	GCF_021432215.1
GCA_021441825.1	2906474	Streptomyces spinosirectus	Streptomyces spinosirectus	2906474	Inconclusive	99.94	1.33	Complete Genome	8624193	1	GCF_021441825.1
GCA_022606465.1	2005001	Sulfoacidibacillus ferrooxidans	Sulfoacidibacillus ferrooxidans	2005001	OK	93.98	2.63	Contig	3342730	150	GCF_022606465.1
GCA_022698145.1	2927582	Streptomyces spinosisporus	Streptomyces spinosisporus	2927582	OK	99.94	1.33	Contig	9406843	84	GCF_022698145.1
GCA_022698305.1	68270	Streptomyces spectabilis	Streptomyces spectabilis	68270	OK	99.91	0.88	Contig	9967045	6	GCF_022698305.1
GCA_022699385.1	2923272	Streptomyces tubbatahanensis	Streptomyces tubbatahanensis	2923272	OK	99.53	1.64	Complete Genome	7760770	1	GCF_022699385.1
GCA_022788655.1	225422	Sulfitobacter indolifex	Sulfitobacter indolifex	225422	OK	90.95	6.29	Complete Genome	4498570	8	GCF_022788655.1
GCA_022810315.1	2929513	Stutzerimonas marianensis	Stutzerimonas marianensis	2929513	OK	99.34	0.57	Scaffold	4749370	107	GCF_022810315.1
GCA_022984195.1	269084	Synechococcus elongatus PCC 6301	Synechococcus elongatus	32046	OK	98.63	0.72	Complete Genome	2749599	3	GCF_022984195.1
GCA_023614315.1	436397	Streptomyces sudanensis	Streptomyces sudanensis	436397	OK	94.74	0.57	Chromosome	5259510	284	GCF_023614315.1
GCA_024328335.1	271420	Stutzerimonas xanthomarina	Stutzerimonas xanthomarina	271420	OK	98.57	0.75	Contig	4302892	41	GCF_024328335.1
GCA_024349285.1	1134445	Streptomyces somaliensis DSM 40738	Streptomyces somaliensis	78355	OK	94.26	0.19	Scaffold	4945925	367	GCF_024349285.1
GCA_024397575.1	1211807	Stutzerimonas kunmingensis	Stutzerimonas kunmingensis	1211807	OK	99.33	0.89	Contig	4693365	115	GCF_024397575.1
GCA_024437735.1	2963937	Tahibacter harae	Tahibacter harae	2963937	OK	100	2.11	Contig	5988821	79	GCF_024437735.1
GCA_024448335.1	2968969	Stutzerimonas frequens	Stutzerimonas frequens	2968969	OK	99.67	0.51	Contig	4379993	32	GCF_024448335.1
GCA_024448505.1	2968968	Stutzerimonas degradans	Stutzerimonas degradans	2968968	OK	99.92	0.14	Contig	4006942	32	GCF_024448505.1
GCA_024448735.1	1176257	Stutzerimonas zhaodongensis	Stutzerimonas zhaodongensis	1176257	OK	99.67	0.65	Contig	4662711	30	GCF_024448735.1
GCA_024519335.1	2720021	Streptomyces telluris	Streptomyces telluris	2720021	OK	96.59	1.63	Contig	8368964	110	GCF_024519335.1
GCA_024609805.1	1453545	Tahibacter caeni	Tahibacter caeni	1453545	OK	98.83	3.78	Contig	5464620	675	GCF_024609805.1
GCA_024648905.1	67370	Streptomyces umbrinus	Streptomyces umbrinus	67370	OK	99.46	0.76	Scaffold	10664414	42	GCF_024648905.1
GCA_024666565.1	2898438	Svornostia abyssi	Svornostia abyssi	2898438	OK	85.43	3.54	Chromosome	5061584	1	GCF_024666565.1
GCA_025152575.1	214851	Subdoligranulum variabile	Subdoligranulum variabile	214851	OK	99.38	0.62	Complete Genome	3244954	1	GCF_025152575.1
GCA_025398735.1	2976241	Tahibacter amnicola	Tahibacter amnicola	2976241	OK	97.64	2.6	Chromosome	6458762	1	GCF_025398735.1
GCA_025567405.1	2981774	Suilimivivens aceti	Suilimivivens aceti	2981774	OK	99.06	0.83	Scaffold	3334484	55	GCF_025567405.1
GCA_025717065.2	2983605	Tahibacter soli	Tahibacter soli	2983605	OK	98.88	2.87	Contig	6653649	23	GCF_025717065.2
GCA_025770725.1	2976535	Sulfurospirillum oryzae	Sulfurospirillum oryzae	2976535	OK	93.31	5.16	Scaffold	2632398	12	GCF_025770725.1
GCA_025994315.1	1307931	Swaminathania salitolerans LMG 21291	Swaminathania salitolerans	182838	OK	99.72	0.57	Contig	2927546	39	GCF_025994315.1
GCA_025994335.1	1231623	Tanticharoenia sakaeratensis NBRC 103193	Tanticharoenia sakaeratensis	444053	OK	99.62	1.07	Contig	3509930	80	GCF_025994335.1
GCA_027497495.1	47759	Streptomyces tubercidicus	Streptomyces tubercidicus	47759	OK	100	1.33	Complete Genome	8284047	1	GCF_027497495.1
GCA_027922005.1	47481	Streptosporangium carneum	Streptosporangium carneum	47481	OK	87.46	10.34	Scaffold	9846716	193	GCF_027922005.1
GCA_029210465.1	3032292	Stygiobacter electus	Stygiobacter electus	3032292	OK	89.15	6.26	Contig	3183904	60	GCF_029210465.1
GCA_029269835.1	3034234	Streptomyces tropicalis	Streptomyces tropicalis	3034234	OK	99.87	0.41	Contig	7389381	111	GCF_029269835.1
GCA_029269905.1	3034235	Streptomyces silvisoli	Streptomyces silvisoli	3034235	OK	98.11	2.7	Contig	7881186	83	GCF_029269905.1
GCA_029870955.1	1775881	Sulfitobacter faviae	Sulfitobacter faviae	1775881	OK	74.39	2.52	Contig	3830987	5	GCF_029870955.1
GCA_029968095.1	3043614	Streptomyces solicavernae	Streptomyces solicavernae	3043614	OK	98.39	3.4	Contig	7045620	97	GCF_029968095.1
GCA_030159975.1	1499314	Sulfitobacter pacificus	Sulfitobacter pacificus	1499314	OK	87.97	5.43	Contig	4386849	25	GCF_030159975.1
GCA_030347965.1	3019067	Sulfurovum zhangzhouensis	Sulfurovum zhangzhouensis	3019067	OK	99.39	3.63	Contig	2181851	21	GCF_030347965.1
GCA_030347995.1	3019066	Sulfurovum xiamenensis	Sulfurovum xiamenensis	3019066	OK	99.36	3.81	Scaffold	2197659	34	GCF_030347995.1
GCA_030577135.1	3058392	Sulfurimonas microaerophilic	Sulfurimonas microaerophilic	3058392	OK	95.11	7.08	Contig	2281222	15	GCF_030577135.1
GCA_030709675.1	1629072	Symbioplanes lichenis	Symbioplanes lichenis	1629072	OK	97.14	4.19	Contig	9012640	58	GCF_030709675.1
GCA_030811455.1	1461250	Streptosporangium lutulentum	Streptosporangium lutulentum	1461250	OK	90.02	13.95	Contig	10639158	3	GCF_030811455.1
GCA_031583065.1	1142239	Streptomyces yaanensis	Streptomyces yaanensis	1142239	OK	99.81	0.76	Complete Genome	8088797	1	GCF_031583065.1
GCA_031593255.1	1936	Streptomyces violaceus	Streptomyces violaceus	1936	OK	100	0.66	Complete Genome	9451924	2	GCF_031593255.1
GCA_031767055.1	1936	Streptomyces violaceus	Streptomyces violaceus	1936	OK	99.62	0.85	Complete Genome	8364065	1	GCF_031767055.1
GCA_031845765.1	3375367	Streptomyces stephensoniae	Streptomyces stephensoniae	3375367	OK	99.96	0.85	Contig	7939994	180	GCF_031845765.1
GCA_032248595.1	3051178	Streptomyces winkii	Streptomyces winkii	3051178	OK	99.78	0.47	Contig	7271151	36	GCF_032248595.1
GCA_032248615.1	3051177	Streptomyces stackebrandtii	Streptomyces stackebrandtii	3051177	OK	99.96	1.37	Contig	8766954	210	GCF_032248615.1
GCA_032248645.1	3051180	Streptomyces zaehneri	Streptomyces zaehneri	3051180	OK	99.81	0.58	Contig	9136514	99	GCF_032248645.1
GCA_032423885.1	3078565	Streptomyces tamarix	Streptomyces tamarix	3078565	OK	99.91	0.4	Contig	7338911	127	GCF_032423885.1
GCA_033343995.1	3081768	Streptomyces solicathayae	Streptomyces solicathayae	3081768	OK	100	1.26	Complete Genome	7875343	1	GCF_033343995.1
GCA_033406955.1	1935	Streptomyces violaceoruber	Streptomyces violaceoruber	1935	OK	100		Complete Genome	8629698	1	GCF_033406955.1
GCA_033792905.1	588897	Streptomyces soliscabiei	Streptomyces soliscabiei	588897	OK	99.91	0.76	Scaffold	10406122	118	GCF_033792905.1
GCA_033794965.1	85558	Streptomyces turgidiscabies	Streptomyces turgidiscabies	85558	OK	99.81	0.95	Scaffold	10662466	71	GCF_033794965.1
GCA_034961445.1	2989713	Streptomyces yaizuensis	Streptomyces yaizuensis	2989713	OK	99.53	1.42	Contig	9049336	39	GCF_034961445.1
GCA_036323765.1	3116552	Streptomyces solitudinis	Streptomyces solitudinis	3116552	OK	97.59	0.64	Contig	5900329	44	GCF_036323765.1
GCA_037034285.1	3120150	Streptomyces tyrfis	Streptomyces tyrfis	3120150	OK	100	1.36	Contig	8302773	149	GCF_037034285.1
GCA_038148895.1	3134126	Tamlana sedimenti	Tamlana sedimenti	3134126	OK	100	0.32	Scaffold	3613697	19	GCF_038148895.1
GCA_039524215.1	698418	Streptosporangium amethystogenes subsp. fukuiense	Streptosporangium amethystogenes	2002	OK	86.47	8.22	Scaffold	9976377	505	GCF_039524215.1
GCA_039524635.1	59298	Streptomyces thermocarboxydovorans	Streptomyces thermocarboxydovorans	59298	OK	99.87	2.29	Scaffold	6501533	190	GCF_039524635.1
GCA_039524715.1	59299	Streptomyces thermocarboxydus	Streptomyces thermocarboxydus	59299	OK	98.74	0.38	Scaffold	7277917	480	GCF_039524715.1
GCA_039524815.1	85558	Streptomyces turgidiscabies	Streptomyces turgidiscabies	85558	OK	100	0.95	Scaffold	10666099	115	GCF_039524815.1
GCA_039524935.1	173861	Streptomyces stramineus	Streptomyces stramineus	173861	OK	99.91	2.07	Scaffold	7751352	289	GCF_039524935.1
GCA_039525155.1	65605	Streptomyces thermoalcalitolerans	Streptomyces thermoalcalitolerans	65605	OK	99.02	0.82	Scaffold	6519430	175	GCF_039525155.1
GCA_039525685.1	120298	Subtercola frigoramans	Subtercola frigoramans	120298	OK	98.4	1.05	Scaffold	3651282	45	GCF_039525685.1
GCA_039525705.1	75292	Streptomyces thermogriseus	Streptomyces thermogriseus	75292	OK	99.23	1.48	Scaffold	6360944	292	GCF_039525705.1
GCA_039526425.1	161482	Streptomyces thermospinosisporus	Streptomyces thermospinosisporus	161482	OK	99.56	0.38	Scaffold	6889987	300	GCF_039526425.1
GCA_039528375.1	155177	Streptomyces yatensis	Streptomyces yatensis	155177	OK	99.05	0.76	Scaffold	10256731	471	GCF_039528375.1
GCA_039529215.1	226217	Streptomyces sodiiphilus	Streptomyces sodiiphilus	226217	OK	96.15	1.03	Scaffold	5562435	147	GCF_039529215.1
